Producto;CodBarraPrinc;Precio;Neto;PrecioPublico
NIC KIT DUO GET READY X 12GR;7798111212537;2235,48;1;3733,2516
NIC KIT DUO NOCHE RANDOM X 12GR;7798111212551;2235,48;1;3733,2516
NIC MODELEITOR CERA MODELADORA X 90GR;7798111212032;9254,51;1;15455,0317
NIC PONY STICK CERA CAPILAR BARRA X 30GR;7798111212575;9844,34;1;16440,0478
NIC RE VIVIENDO MASC RESTAURADORA X 250 GR;7798111210700;12262,66;1;20478,6422
NINA RICCI EDP X 30 ML;3137370359500;95175,13;1;158942,4671
NINA RICCI EDP X 50 ML;3137370365174;121430,33;1;202788,6511
NINA RICCI EDP X 80 ML;3137370365167;150311,06;1;251019,4702
NINA RICCI EDT X 30 ML;3137370357636;87298,56;1;145788,5952
NINA RICCI EDT X 50 ML;3137370357667;111584,63;1;186346,3321
NINA RICCI EDT X 80 ML;3137370357476;136527,08;1;228000,2236
NINA RICCI EXTRA ROUGE EDP X 50 ML;3137370357735;85067,27;1;142062,3409
NINA RICCI ILLUSION EDP X 30ML;3137370361343;71353,62;1;119160,5454
NINA RICCI ILLUSION EDP X 50ML;3137370361121;91021,32;1;152005,6044
NINA RICCI ILLUSION EDP X 80ML;3137370361336;111849,05;1;186787,9135
NINA RICCI L'AIR DU TEMPS EDT X 100ML;3137370207016;160813,14;1;268557,9438
NINA RICCI ROSE EDT X 30 ML;3137370357674;71353,62;1;119160,5454
NINA RICCI ROSE EDT X 50 ML;3137370357650;91021,32;1;152005,6044
NINA RICCI ROSE EDT X 80 ML;3137370357643;111849,05;1;186787,9135
NINA RICCI ROUGE CRUSH EDP X 30 ML;3137370363125;95175,13;1;158942,4671
NINA RICCI ROUGE CRUSH EDP X 50 ML;3137370363149;121430,33;1;202788,6511
NINA RICCI ROUGE CRUSH EDP X 80 ML;3137370363156;150311,06;1;251019,4702
NINA RICCI ROUGE EDT X 30 ML;3137370357704;71353,62;1;119160,5454
NINA RICCI ROUGE EDT X 50 ML;3137370357711;93718,18;1;156509,3606
NINA RICCI ROUGE EDT X 80 ML;3137370357681;111849,05;1;186787,9135
NINA RICCI VENUS EDP INTENSE X 80 ML;3137370364191;164095,04;1;274038,7168
NINA RICCI VENUS EDP X 30 ML;3137370360940;95175,13;1;158942,4671
NINA RICCI VENUS EDP X 50 ML;3137370360933;121430,33;1;202788,6511
NINA RICCI VENUS EDP X 80 ML;3137370360926;150311,06;1;251019,4702
NIVEA B&W CLEAR DEO ROLL-ON X 50 ML;4005900036704;2167,49;1;3619,7083
NIVEA B&W POWER F-M DEO ROLL-ON X 50 ML;4005900036759;2167,49;1;3619,7083
NIVEA BALS LABIAL BRIDGERTON SOPHIE Y BENEDICT X 4.8GR;4006000244440;3906,96;1;6524,6232
NIVEA BALS LABIAL DISNEY BELLA X4.8GR;4006000157290;4245,89;1;7090,6363
NIVEA BALS LABIAL DISNEY MOANA X4.8GR;4006000157283;3906,96;1;6524,6232
NIVEA BALS LABIAL DISNEY RAPUNZEL X4.8GR;4006000157269;3906,96;1;6524,6232
NIVEA BALS LABIAL LIP GLOW;4006000195681;5948,35;1;9933,7445
NIVEA BALS LABIAL PRIDE KISS X4.8GR;4006000157382;4245,89;1;7090,6363
NIVEA BODY ESSEN REPAIR Y CARE CR X 400ML;4006000128603;13728,86;1;22927,1962
NIVEA BODY LOC. CEREZA Y JOJOBA X 400ML;4005900399953;9177,78;1;15326,8926
NIVEA BODY LOCION COCO  X400ML;4005900399946;9177,78;1;15326,8926
NIVEA BODY MILK NUTRIT P-EX-SECA X 100ML;4006000120294;3383,55;1;5650,5285
NIVEA BODY MILK NUTRITIVA 72H P-EX-SECA X 250ML;4005808315093;5879,38;1;9818,5646
NIVEA BODY MILK NUTRITIVA P-EXSECA C/BOM X 625ML;4005900984630;7141,28;1;11925,9376
NIVEA BODY MILK NUTRITIVA P-EX-SECA X 250ML;4005900984616;5879,38;1;9818,5646
NIVEA BODY MILK NUTRITIVA P-EX-SECA X 400ML;4005900984623;7995,94;1;13353,2198
NIVEA BODY PIERNAS RELAJ.ANT-CELULIT X 400;4005900143952;10137,35;1;16929,3745
NIVEA BODY REAF Q10 PLUS COLLAGEN C/BOMBA X 400ML;4006000011158;11147,73;1;18616,7091
NIVEA BODY REAF Q10 PLUS COLLAGEN X 125 ML;4006000011172;3088;1;5156,96
NIVEA BODY REAF Q10 PLUS COLLAGEN X 250 ML;4005800326134;8223,2;1;13732,744
NIVEA CARE WHITENING CR FACIAL X 100 ML;42277071;5107,99;1;8530,3433
NIVEA CR CELLULAR EXP LIFT A-AGE FAC DIA FPS30X50;4005900713629;20634,45;1;34459,5315
NIVEA CR CELLULAR EXP LIFT A-AGE FAC NOCHE X50ML;4005900713636;20634,45;1;34459,5315
NIVEA CR CORP HIDRAT EXPRESS X 125ML;4006000040349;3383,55;1;5650,5285
NIVEA CR CORP HIDRAT EXPRESS X 250ML;4006000040356;5879,38;1;9818,5646
NIVEA CR CORP HIDRAT EXPRESS X 400ML;4006000040363;7995,94;1;13353,2198
NIVEA CR CORP REPARADORA HIPOAL X 250ML;4006000040431;7548,91;1;12606,6797
NIVEA CR CORP REPARADORA HIPOAL X 400ML;4006000040448;10266,77;1;17145,5059
NIVEA CR CORP SOFT MILK X 125ML;4006000040370;3383,55;1;5650,5285
NIVEA CR CORP SOFT MILK X 250ML;4006000040417;5879,38;1;9818,5646
NIVEA CR CORP SOFT MILK X 400ML;4006000040424;7995,94;1;13353,2198
NIVEA CR CORP.BAJO LA DUCHA P-SECA X 250 ML;4005808832385;5879,38;1;9818,5646
NIVEA CR FAC DIA ANT-ARRU+FAT Q10 ENERGY F15X50ML;4005900797209;18709,53;1;31244,9151
NIVEA CR FACIAL ANT-ARR+REAF Q10 POW DIA F30X50ML;4005900086426;18709,53;1;31244,9151
NIVEA CR FACIAL ANTI-EDAD 45+ X50ML;4005900470928;14857,59;1;24812,1753
NIVEA CR FACIAL ANTI-EDAD 55+ X50ML;4005900470935;14857,59;1;24812,1753
NIVEA CR FACIAL CUIDADO NUTRIT X 100 ML;42300083;5107,99;1;8530,3433
NIVEA CR FACIAL HIDRAT DIA X 50 ML;4005808547760;10950,71;1;18287,6857
NIVEA CR FACIAL HIDRAT INTENS DIA X 50 ML;4005808553006;10950,71;1;18287,6857
NIVEA CR FACIAL LIMP CUIDADO 5 EN 1 X 100 ML;42389767;5107,99;1;8530,3433
NIVEA CR FACIAL NUTRIT 7 EN 1 X 100 ML;42277057;5107,99;1;8530,3433
NIVEA CR FACIAL RADIANTE Y UNIFORME X100ML;42277712;5107,99;1;8530,3433
NIVEA CR FACIAL REGENERADORA NOCHE X 50 ML;4005808547777;10950,71;1;18287,6857
NIVEA CR LATA X150ML;4005800137556;5396,93;1;9012,8731
NIVEA CR LATA X60ML;4005800137679;3076,92;1;5138,4564
NIVEA CR PARA MANOS CUIDADO INTENS P/SECA X 100ML;42429142;4527,99;1;7561,7433
NIVEA DEO ACT DRY IMPACT MEN AER X150ML;4005808979677;3436,1;1;5738,287
NIVEA DEO ACT DRY STRESS MEN AER X150ML;4005900973801;3436,1;1;5738,287
NIVEA DEO PEARL & BEAUTY 48 HS AER X 150ML;4005900973825;3436,1;1;5738,287
NIVEA DESMAQUILLANTE OJOS BIFASICO X 125ML;42277132;9998,41;1;16697,3447
NIVEA DRY CONFORT 48HR DEO ROLL-ON X 50ML;4005808257584;2167,49;1;3619,7083
NIVEA DRY IMPACT F-M 48HR DEO ROLL-ON X50ML;4005808257553;2167,49;1;3619,7083
NIVEA F ACTIVE DRY FRESH ANT AER X 150ML;4005900973863;3436,1;1;5738,287
NIVEA F BLACK&WHITE FRESH ANT AER X 150ML;4005808979813;3436,1;1;5738,287
NIVEA FAC AGUA MICELAR  NORMAL X 200 ML;4005900359261;8443,13;1;14100,0271
NIVEA FAC AGUA MICELAR 5EN1 PIEL NORMAL X 400 ML;7501054541172;12413,45;1;20730,4615
NIVEA FAC AGUA MICELAR ENERGY VITAM C X 400 ML;4005900940933;12413,45;1;20730,4615
NIVEA FAC AGUA MICELAR EXPERT WATERPROOF X 400 ML;4005900499257;12413,45;1;20730,4615
NIVEA FAC AGUA MICELAR ILUMINAD  X 400ML;4006000067926;12413,45;1;20730,4615
NIVEA FAC AGUA MICELAR REGENERAD  X400ML;4006000067919;12413,45;1;20730,4615
NIVEA FAC ROSE CARE AGUA MICELAR BIFASICA X 400ML;4005900773821;12937,95;1;21606,3765
NIVEA FAC ROSE CARE CR GEL HIDRAT X 50 ML;4005900806154;15066,38;1;25160,8546
NIVEA FAC ROSE CARE GEL MICELAR LIMPIADOR X 150ML;4005900773838;10230,93;1;17085,6531
NIVEA FAC ROSE CARE LECHE&TONIC MICEL 2EN1 X200ML;4005900773845;10230,93;1;17085,6531
NIVEA FAC ROSE CARE MIST HIDRAT X 150 ML;4005900806161;15066,38;1;25160,8546
NIVEA FACE ROSE WATER SHEET MASC X1;4006000151830;5481,23;1;9153,6541
NIVEA FACE URBAN DETOX MASC SKIN P/MIXTA X1;4005900622587;5235,71;1;8743,6357
NIVEA FACE URBAN SKIN HYDRATANTE MASC X1;4005900622600;5481,23;1;9153,6541
NIVEA FACIAL LECHE LIMP REFRESC. X 200 ML;8412300001175;8199,88;1;13693,7996
NIVEA FEMALE ACT DRY COMFORT 72HS ANT DEO AER X150ML;4006000196107;3436,1;1;5738,287
NIVEA FEMALE FRESH COCONUT DEO AER X 150ML;4006000196084;3436,1;1;5738,287
NIVEA FRESH ICE F-MEN ROLL ON X 50ML;4005900517005;1278,2;1;2134,594
NIVEA GEL EXFOLIANTE PURIFICADOR X 75 ML;4005900938534;7264,07;1;12130,9969
NIVEA HAND ANTIEDAD Q10 CR X 100 ML;4005900717238;4527,99;1;7561,7433
NIVEA JAB ANTIBACT 3 EN 1 X 3 X 90 GR;4006000050461;3679,94;1;6145,4998
NIVEA JAB AVENA X3 X125GR;4005900683830;3679,94;1;6145,4998
NIVEA JAB CREME CARE X125GR;4006000050171;1380,92;1;2306,1364
NIVEA JAB CREME CARE X3 X125GR;4006000050188;3679,94;1;6145,4998
NIVEA JAB GLICERINA ORQUIDEAS X 3 X90GR;4006000050201;3706;1;6189,02
NIVEA JAB LIQ INTIMO CUIDADO SUAVE X 250 ML;4005808538553;4853,64;1;8105,5788
NIVEA LUMINOUS 630 SERUM ANTI-MANCHA X 30ML;4005900786470;25136,1;1;41977,287
NIVEA LUMINOUS CR ANTI-MANCHA NOCHE X 50ML;4005900887818;21074,01;1;35193,5967
NIVEA LUMINOUS FLUIDO DIA ANTI-MANCHA FPS50 X40ML;4005900786487;21074,01;1;35193,5967
NIVEA LUMINOUS360 SERUM ANTI-IMPER X30ML;4006000017396;25136,1;1;41977,287
NIVEA LUMINOUS630 SERUM ANTI-EDAD X 30ML;4006000017402;25136,1;1;41977,287
NIVEA M ACTIVE DRY FRESH ANTITR AER X150ML;4005900973856;3436,1;1;5738,287
NIVEA M BLACK&WHITE FRESH ANT AER X 150ML;4005808980239;3436,1;1;5738,287
NIVEA M DEEP CARB ACT BEAT ANT AER X150ML;4005900985682;3436,1;1;5738,287
NIVEA M DEEP CARBON ACT ANTIT AER X 150ML;4006000196091;3436,1;1;5738,287
NIVEA M PROTECT&CARE MAX ANT AER X 150ML;4005900929143;3436,1;1;5738,287
NIVEA M SENSITIVE PROT MAX ANT AER X 150ML;4005900929150;3436,1;1;5738,287
NIVEA MASCARILLA EN TELA Q10+VIT C X 1;4005900623522;4356,52;1;7275,3884
NIVEA MEN BALSAM AFTER SENSITIVE X 100 ML;8715200813061;11226,96;1;18749,0232
NIVEA MEN BALSAM AFTER X 100ML;8412300813006;11226,96;1;18749,0232
NIVEA MEN CR ROSTRO-CUERPO-MANOS X150ML;4005900528223;5835,35;1;9745,0345
NIVEA MEN ESP D-AFEITAR DEEP SHAVING X 200 ML;4005900496447;6396,51;1;10682,1717
NIVEA MEN ESP D-AFEITAR HIDROCARE X 200ML;8412300817028;6396,51;1;10682,1717
NIVEA MEN ESP D-AFEITAR SENSITIVE X 200 ML;8715200817205;6396,51;1;10682,1717
NIVEA MEN ESP D-AFEITAR X 200 ML;4005900071279;6396,51;1;10682,1717
NIVEA MEN GEL D-AFEITAR SENSITIVE X 200 ML;4005808229123;7322,11;1;12227,9237
NIVEA MEN SENSITIVE DERMA CONTROL ANT AER X 150ML;7791969029807;3436,1;1;5738,287
NIVEA P & BEAUTY 48HR DEO ROLL-ON X 50 ML;4005808257669;2167,49;1;3619,7083
NIVEA PROTEC LAB DERMA CARE FPS20 X4,8G;4006000005485;4245,89;1;7090,6363
NIVEA PROTEC LABIAL BLACKBERRY X 4,8GR;4006000005522;4245,89;1;7090,6363
NIVEA PROTEC LABIAL CEREZA X 4,8GR;4006000005508;4245,89;1;7090,6363
NIVEA PROTEC LABIAL ORIGINAL CARE X4,8GR;4006000005478;4245,89;1;7090,6363
NIVEA PROTEC LABIAL SOFT ROSE X 4,8GR;4006000005492;4245,89;1;7090,6363
NIVEA PROTEC LABIAL SUN FPS 30 X 4,8GR;4006000005515;5271,13;1;8802,7871
NIVEA PROTEC LABIAL SUN FPS 50 X 4,8GR;4006000078786;5271,13;1;8802,7871
NIVEA PROTEC LABIAL VANILLA BUTTER X4.8G;4006000005539;4245,89;1;7090,6363
NIVEA PROTECT & CARE FEM DEO AER X 150ML;4005900122186;3436,1;1;5738,287
NIVEA PROTECT & CARE F-W DEO ROLL-ON X50ML;4005900130785;2167,49;1;3619,7083
NIVEA PROTECT & CARE MEN DEO AER X 150ML;4005900353054;3436,1;1;5738,287
NIVEA Q10 FAC NOCH ENERGY  VIT C+E X50ML;4006000023717;18709,53;1;31244,9151
NIVEA Q10 FACIAL NOCHE POWER ANTI-ARRUGAS X 50 ML;4005808553846;18709,53;1;31244,9151
NIVEA Q10 REAF+AUTOBRON LOC CORP X400ML;4005900954541;18227,64;1;30440,1588
NIVEA Q10 SERUM DOBLE ACCION X 30ML;4006000067933;23993,54;1;40069,2118
NIVEA SENSITIVE F-M DEO ROLL-ON X 50 ML;4005808257621;2167,49;1;3619,7083
NIVEA SERUM CELLULAR EXPERT FILLER AC HIAL X30ML;4005900957061;22960,34;1;38343,7678
NIVEA SOFT POTE X 100 ML;4005808890590;4494,23;1;7505,3641
NIVEA SOFT POTE X 200 ML;4005808515592;6976,14;1;11650,1538
NIVEA SUN BABIES&KIDS SENSITIV FPS65 X200ML;4006000016733;18859,29;1;31495,0143
NIVEA SUN FAC CR MED TINTE SHIN F50X50ML;4006000075174;18443,22;1;30800,1774
NIVEA SUN FAC U LIGHT FLUID TONO MED F50 X 40 ML;4006000172521;21077,97;1;35200,2099
NIVEA SUN FAC ULT LIGHT FLUID TONO CLARO F50 X40ML;4006000172514;21077,97;1;35200,2099
NIVEA SUN FACIAL INVISIBLE FPS 50 X40ML;4006000104591;21077,97;1;35200,2099
NIVEA SUN INTENSE BRONZE FPS 6 X 200ML;7702003008511;13064,52;1;21817,7484
NIVEA SUN KIDS PROT&PLAY FPS60 SPRAY X270ML;4006000003870;19052,45;1;31817,5915
NIVEA SUN PROT & BRONZE FPS20 CR X200ML;7702003008498;10414,98;1;17393,0166
NIVEA SUN PROT & BRONZE FPS30 CR X200ML;7702003008504;16330,69;1;27272,2523
NIVEA SUN PROT SOL CONT ANT-BRI FPS50 X50ML;7319470066793;18443,22;1;30800,1774
NIVEA SUN PROT SOLAR FPS50+ SENS X200ML;4005900259974;18859,29;1;31495,0143
NIVEA SUN PROT SOLAR HID FPS30 X 200 ML;4005808555727;11572,2;1;19325,574
NIVEA SUN PROT SOLAR HIDRAT FPS50 X200ML;4005808555765;12766,75;1;21320,4725
NIVEA SUN PROT SOLAR NIÃ‘OS S&P FPS60 X150ML;4005808944385;16330,69;1;27272,2523
NIVEA SUN PROTECT & HYDRATE FPS 50 X200ML;4006000016719;18016,43;1;30087,4381
NIVEA SUN PROTECT & HYDRATE FPS 70 X200ML;4006000016726;18859,29;1;31495,0143
NIVEA SUN PROTECT & HYDRATE FPS30 X400ML;4005900534460;14795,5;1;24708,485
NIVEA SUN PROTECT & HYDRATE INV F50 X 150ml;4006000165493;17107,41;1;28569,3747
NIVEA SUN PROTECT & HYDRATE LOT F30 X 200ml;4006000016702;16330,69;1;27272,2523
NIVEA TOAL FACIAL DEMAQ MICEL 4EN1 X 25 UN;4005900985828;5335,54;1;8910,3518
NIVEA TOAL FACIAL DEMAQ MICELLAIR  X 20 UN;4005900985798;5335,54;1;8910,3518
NIVEA TOAL FACIAL DEMAQ SUAVE X 25 UN;4005900985811;5335,54;1;8910,3518
NIVEA W FRESH AGUA DE COCO ANT AER X150ML;4005900985699;3436,1;1;5738,287
NIVEA W FRESH CITRUS ANTIT. AER X 150 ML;4005900901316;3436,1;1;5738,287
NIVEA W PEARL&BEAUTY ANTIT AERX150ML;4005808837311;3436,1;1;5738,287
NOC 10 CR DENT CONCENTRADA X 70 GR;7793100130236;3615,34;1;6037,6178
NOCHISIMO APOS AD MOD 5 X 90;;18783,96;1;31369,2132
NOCHISIMO PAÃ‘AL AD MOD 7 EX-GDE X 90;;36025,28;1;60162,2176
NOCHISIMO PAÃ‘AL P-ADULTOS EG X 50;7795485010066;13115;1;21902,05
NONISEC AP REFUERZA PAÃ‘AL AD MAXI C/GEL X20;7790940111302;5531;1;9236,77
NONISEC APOS P-AD INCONT EXTREMA X 20;7790940516596;6443,67;1;10760,9289
NONISEC APOS P-AD INCONT FUERT X 10;7790940516640;3192,63;1;5331,6921
NONISEC APOS P-AD INCONT FUERT X 20;7790940516541;6255,99;1;10447,5033
NONISEC APOS P-AD INCONT LEVE X 10;7790940516503;1732,22;1;2892,8074
NONISEC APOS P-AD INCONT LEVE X 20;7790940516602;3389,45;1;5660,3815
NONISEC APOS P-AD INCONT MODERADA X 10;7790940516619;2074,07;1;3463,6969
NONISEC APOS P-AD INCONT MODERADA X 20;7790940516527;4067,58;1;6792,8586
NONISEC ESPONJAS JABONOSAS CON ALOE VERA X 20;7790940516572;1771,99;1;2959,2233
NONISEC ESPONJAS JABONOSAS CON MANZANILLA X 20;7790940516589;1771,99;1;2959,2233
NONISEC PAÃ‘AL AD ANATOMICO ULTRA G X 16;7790940410269;10017,88;1;16729,8596
NONISEC PAÃ‘AL AD ANATOMICO ULTRA XG X16;7790940410276;10886,74;1;18180,8558
NONISEC PAÃ‘AL ADULTO ANAT EXTRA PROTEC GD X16;;2343,14;1;3913,0438
NONISEC PAÃ‘AL ADULTO EXTRA PROTEC GD X16;7790940410528;17252,74;1;28812,0758
NONISEC PAÃ‘AL ADULTO EXTRA PROTEC GD X8;7790940410504;8801,09;1;14697,8203
NONISEC PAÃ‘AL ADULTO EXTRA PROTEC XG X16;7790940410535;18748,74;1;31310,3958
NONISEC PAÃ‘AL ADULTO EXTRA PROTEC XG X8;7790940410511;9573,68;1;15988,0456
NONISEC PAÃ‘AL EX-GRANDE ANATOMICO X 8;7790940410252;5558,61;1;9282,8787
NONISEC PAÃ‘AL GRANDE ANATOMICO X 8;7790940410245;5110,59;1;8534,6853
NONISEC PAÃ‘AL HOSP. P-AD BASICO C-GEL EXGDE X 50;7790940410573;6638,52;1;11086,3284
NONISEC PAÃ‘AL HOSP. P-AD BASICO C-GEL GDE X 50;7790940410566;6265,74;1;10463,7858
NONISEC PAÃ‘AL JUVENIL C-GEL X 10;7790940110008;3697,77;1;6175,2759
NONISEC PAÃ‘AL JUVENIL EXTRA PROTEC X8;7790940110077;8331,5;1;13913,605
NONISEC PAÃ‘AL JUVENIL ULTRA ANATOMICO X 8;7790940110060;4821,71;1;8052,2557
NONISEC PAÃ‘AL JUVENIL ULTRA CH X 10;7790940888327;5543;1;9256,81
NONISEC PAÃ‘AL P-AD BASICO C-GEL EXTGDE X 50;7790940410153;18872,64;1;31517,3088
NONISEC PAÃ‘AL P-AD BASICO C-GEL GDE X 50;7790940410146;17812,83;1;29747,4261
NONISEC PAÃ‘AL P-AD C-GEL E-EXGDE X 10;7790940410177;5045,02;1;8425,1834
NONISEC PAÃ‘AL P-AD C-GEL E-EXGDE X 20;7790940410184;10090,29;1;16850,7843
NONISEC PAÃ‘AL P-AD C-GEL EXGDE X 10;7790940000095;4342,22;1;7251,5074
NONISEC PAÃ‘AL P-AD C-GEL EXGDE X 20;7790940000101;8684,3;1;14502,781
NONISEC PAÃ‘AL P-AD C-GEL EXGDE X 50;7790940410078;21138,96;1;35302,0632
NONISEC PAÃ‘AL P-AD C-GEL GDE X 10;7790940000071;4068,64;1;6794,6288
NONISEC PAÃ‘AL P-AD C-GEL GDE X 20;7790940000088;8136,95;1;13588,7065
NONISEC PAÃ‘AL P-AD C-GEL GDE X 50;7790940410061;19867,6;1;33178,892
NONISEC PAÃ‘AL P-AD MEDICAL ULTRA-GEL EXGDE X 50;7790940410580;18872,64;1;31517,3088
NONISEC PAÃ‘AL P-AD MEDICAL ULTRA-GEL GDE X 50;7790940410597;17812,83;1;29747,4261
NONISEC REFUERZA PAÃ‘AL P-AD X 20;7790940111340;3931,21;1;6565,1207
NONISEC ROP INT DESC P-ADULT E-GDE X8;7790940411273;9509,4;1;15880,698
NONISEC ROP INT DESC P-ADULT GDE X8;7790940411266;8889,55;1;14845,5485
NONISEC ROP INT DESC P-ADULT MED X8;7790940411280;8356,43;1;13955,2381
NONISEC TOAL HUM C-ALOE  P-ADULT X 60;7790940516565;5242,18;1;8754,4406
NONISEC ZALEAS DESC PROT CAMA X 10;7790940515551;5586,97;1;9330,2399
NOSOTRAS JAB INTIMO HERBAL X 200ML;7702026177119;4306,6;1;7192,022
NOSOTRAS JAB INTIMO SENSITIVE X 200ML;7702026177546;4306,6;1;7192,022
NOSOTRAS PROT DIARIO LARGOS C/ALAS X 40;7702026176952;3944,99;1;6588,1333
NOSOTRAS PROT DIARIO LARGOS C/ALOE X 15;7790770602025;1718,85;1;2870,4795
NOSOTRAS PROT DIARIO LARGOS C/ALOE X 50;7790770602032;4931,24;1;8235,1708
NOSOTRAS PROT DIARIO LARGOS C/CALEN X 80;7790770602049;7331,57;1;12243,7219
NOSOTRAS PROT DIARIO LARGOS MULTIFLUIDOS X 50;7790770602988;5424,36;1;9058,6812
NOSOTRAS PROT DIARIO LARGOS X 20;7790770603107;2291,79;1;3827,2893
NOSOTRAS PROT DIARIO MULTIESTILO X 20;7790770601875;2149,12;1;3589,0304
NOSOTRAS PROT DIARIO MULTIESTILO X 60;7790770602056;5801,49;1;9688,4883
NOSOTRAS PROT DIARIO NORMAL C/ALOE X 20;7790770601974;1765,54;1;2948,4518
NOSOTRAS PROT DIARIO NORMAL C/ALOE X 60;7790770601981;4805,32;1;8024,8844
NOSOTRAS PROT DIARIO NORMAL C/CALEN X100;7790770601998;6703,31;1;11194,5277
NOSOTRAS PROT DIARIO NORMAL C/CALEN X30(PROMO PACK 5 PROT GRATIAS);7790770603008;2206,92;1;3685,5564
NOSOTRAS PROT DIARIO RESPIRA C/CALEN X50;7790770602018;4414,62;1;7372,4154
NOSOTRAS PROT DIARIO RESPIRA LACTI X 24;7702026191276;3883,64;1;6485,6788
NOSOTRAS PROT DIARIO RESPIRABLE X 15;7790770602001;1450,24;1;2421,9008
NOSOTRAS PROT MAMARIO X 12;7702027440175;2427,23;1;4053,4741
NOSOTRAS TAMPONES DIG MINI X 8;7702026194703;2666,33;1;4452,7711
NOSOTRAS TAMPONES DIG REGULAR X 16;7702026194710;4798,93;1;8014,2131
NOSOTRAS TAMPONES DIG REGULAR X 8;7702026194581;2666,33;1;4452,7711
NOSOTRAS TAMPONES DIG SUPER X 16;7702026194727;4798,93;1;8014,2131
NOSOTRAS TAMPONES DIG SUPER X 8;7702026194697;2666,33;1;4452,7711
NOSOTRAS TOAL FEM CLASICA INVISIBLE X 8;7702026195830;1386,76;1;2315,8892
NOSOTRAS TOAL FEM CLASICA SECA X 16;7702026195847;2621,56;1;4378,0052
NOSOTRAS TOAL FEM CLASICA SUAVE X 30;7790770602339;4660,72;1;7783,4024
NOSOTRAS TOAL FEM CLASICA SUAVE X16;7790770601899;2618,39;1;4372,7113
NOSOTRAS TOAL FEM CLASICA SUAVE X8;7790770601882;1385,29;1;2313,4343
NOSOTRAS TOAL FEM DELGADA SUAVE X 16;7790770602377;3646,03;1;6088,8701
NOSOTRAS TOAL FEM DELGADA SUAVE X 30;7790770602384;6540,27;1;10922,2509
NOSOTRAS TOAL FEM DELGADA SUAVE X 8;7790770602360;2052,2;1;3427,174
NOSOTRAS TOAL FEM LARGA EXTRA SUAVE X 16;7702026153748;4172,1;1;6967,407
NOSOTRAS TOAL FEM LARGA EXTRA SUAVE X 8;7702026153618;2195,83;1;3667,0361
NOSOTRAS TOAL FEM NOCT NATURAL X 12;7790770603022;3111,55;1;5196,2885
NOSOTRAS TOAL FEM NOCT SUAVE X 16;7790770602292;4344,52;1;7255,3484
NOSOTRAS TOAL FEM NOCT SUAVE X 8;7790770601851;2489,24;1;4157,0308
NOSOTRAS TOAL FEM NOCT ULTR DELG X 14;7702026151546;4881,37;1;8151,8879
NOSOTRAS TOAL FEM NOCTURNA NATURAL TELA SUAVE CURVMAX X 30;7790770602605;7738,89;1;12923,9463
NOSOTRAS TOAL FEM NOCTURNA ULTRA DELGADA/SECA X 8(BUENAS NOCHES);7702026145026;2662,56;1;4446,4752
NOSOTRAS TOAL FEM NORMAL SUAVE CLAS X16;7790770601912;2981,67;1;4979,3889
NOSOTRAS TOAL FEM NORMAL SUAVE CLAS X8;7790770601905;1678,37;1;2802,8779
NOSOTRAS TOAL FEM ULTRA INV TELA CUR X8;7702026195878;1998,25;1;3337,0775
NOSOTRAS TOAL FEM ULTRA INVISIBLE X 8;7702026195823;1998,25;1;3337,0775
NOSOTRAS TOAL MATERNIDAD TELA CUR X 10;7702027042010;5443,1;1;9089,977
NOVELTEX CR ANTITR NATURE X 50 GR;7796045601038;3606,17;1;6022,3039
NOVELTEX CR DEO X 60 GR;77900470;3606,17;1;6022,3039
NUBY ASPIRADOR NASAL Y JER PARA OIDO X 1;48526001729;7319,25;1;12223,1475
NUBY BOWL DE COLOR CON TAPA Y CUCHARA X 1;48526054190;12350,72;1;20625,7024
NUBY CEP Y PEINE PARA BEBE X 1;48526007110;7776,66;1;12987,0222
NUBY CHUPETE CON ARO MED (6 A 12M) X 1;48526988785;5488,87;1;9166,4129
NUBY CHUPETE CON ARO PEQ (0 A 6M) X 1;48526988778;5488,87;1;9166,4129
NUBY CHUPETE MORDILLO (+3M) X 1;48526006182;9263,32;1;15469,7444
NUBY CHUPETE PARA FRUTAS CON TAPA X 1;48526053643;11435,91;1;19097,9697
NUBY CHUPETE SILICONA CON AMORTI PEQ X 1;48526057870;5488,87;1;9166,4129
NUBY CUCHARAS LARGAS CAMBIAN COLOR X 2;48526052776;7776,66;1;12987,0222
NUBY DISPENSER PARA LECHE X 1;48526055852;7319,25;1;12223,1475
NUBY LIMPIAMAMADERAS CEP DOBL USO X 1;48526055166;8256,35;1;13788,1045
NUBY MAMADERA COLOR NT X 180ML (+0M) X 1;48526011933;11893,31;1;19861,8277
NUBY MAMADERA COLOR NT X 270ML (+3M) X 1;48526011926;12579,8;1;21008,266
NUBY MAMADERA COLOR NT X 360ML (+3M) X 1;48526923946;13265,53;1;22153,4351
NUBY MAMADERA TRIP FLUJO X 240ML;48526014866;5717,95;1;9548,9765
NUBY MORDILLO BANANA (+3M) X 1;48526007820;10978,49;1;18334,0783
NUBY MORDILLO COLLAR CON BICHITOS (+3M) X 1;48526004782;14821,17;1;24751,3539
NUBY MORDILLO CON GEL (+3M) X 1;48526004546;9148,87;1;15278,6129
NUBY MORDILLO DE LLAVES (+3M) X 1;48526004553;15095,15;1;25208,9005
NUBY MORDILLO SPIN (+6M) X 1;48526006649;12350,72;1;20625,7024
